"user_text","intention_score","age","gender_male","gender_female","gender_non_binary"
"my old car finally died","1","85","1","0","0"
"i don’t want to be here anymore","8","96","0","1","0"
"this pain won’t stop, i want it to end","8","97","0","0","1"
"i’m just a burden to my family","10","86","0","1","0"
"i’d love a nice dinner out","0","71","0","1","0"
"i don’t want to be here anymore","8","63","0","1","0"
"nobody visits, i’m all alone","9","89","1","0","0"
"i’d love a nice dinner out","1","84","0","0","1"
"this pain won’t stop, i want it to end","9","77","0","1","0"
"my old car finally died","2","89","0","1","0"
"my old car finally died","2","80","1","0","0"
"i’d love a nice dinner out","1","100","1","0","0"
"this pain won’t stop, i want it to end","8","80","0","0","1"
"i’m just a burden to my family","9","72","0","0","1"
"i’d love a nice dinner out","1","71","1","0","0"
"this quiet is killing me","0","64","1","0","0"
"my old car finally died","2","77","0","1","0"
"this quiet is killing me","0","82","1","0","0"
"this pain won’t stop, i want it to end","9","63","1","0","0"
"i don’t want to be here anymore","8","79","1","0","0"
"nobody visits, i’m all alone","10","65","1","0","0"
"i’m just a burden to my family","9","90","0","0","1"
"i’m just a burden to my family","10","68","0","0","1"
"my old car finally died","2","62","0","0","1"
"this quiet is killing me","0","82","0","0","1"
"this quiet is killing me","1","84","0","1","0"
"nobody visits, i’m all alone","8","90","0","1","0"
"my old car finally died","1","100","0","1","0"
"i’m just a burden to my family","10","94","1","0","0"
"my old car finally died","0","82","1","0","0"
"this quiet is killing me","1","85","0","1","0"
"i don’t want to be here anymore","9","77","0","1","0"
"i’d love a nice dinner out","1","75","0","0","1"
"nobody visits, i’m all alone","10","87","1","0","0"
"i’m just a burden to my family","9","83","0","1","0"
"i’m dying to see my grandkids","0","90","0","1","0"
"my old car finally died","0","97","0","1","0"
"i’d love a nice dinner out","1","93","0","1","0"
"this quiet is killing me","0","79","1","0","0"
"nobody visits, i’m all alone","8","62","0","1","0"
"i’d love a nice dinner out","0","83","1","0","0"
"my old car finally died","0","83","0","1","0"
"i don’t want to be here anymore","10","68","0","0","1"
"i’m just a burden to my family","8","74","0","1","0"
"nobody visits, i’m all alone","8","84","1","0","0"
"nobody visits, i’m all alone","9","66","0","1","0"
"nobody visits, i’m all alone","10","81","0","1","0"
"i’m dying to see my grandkids","1","71","0","0","1"
"i’d love a nice dinner out","1","96","1","0","0"
"my old car finally died","0","65","0","1","0"
"i’d love a nice dinner out","0","64","0","1","0"
"i’m just a burden to my family","10","66","0","1","0"
"this quiet is killing me","0","85","0","1","0"
"i don’t want to be here anymore","9","71","1","0","0"
"i’m dying to see my grandkids","2","72","1","0","0"
"i’m just a burden to my family","10","87","1","0","0"
"my old car finally died","0","82","1","0","0"
"i’d love a nice dinner out","0","74","1","0","0"
"i’d love a nice dinner out","0","94","0","1","0"
"i’m dying to see my grandkids","2","82","0","1","0"
"i’m dying to see my grandkids","0","90","0","1","0"
"my old car finally died","2","77","1","0","0"
"my old car finally died","2","86","0","0","1"
"i’m dying to see my grandkids","0","84","1","0","0"
"my old car finally died","2","99","1","0","0"
"my old car finally died","0","69","1","0","0"
"my old car finally died","2","65","0","1","0"
"i’d love a nice dinner out","1","98","0","1","0"
"i’m just a burden to my family","8","64","0","1","0"
"this quiet is killing me","2","62","1","0","0"
"this pain won’t stop, i want it to end","9","84","0","0","1"
"this pain won’t stop, i want it to end","9","66","1","0","0"
"i don’t want to be here anymore","9","95","1","0","0"
"this quiet is killing me","1","89","0","1","0"
"my old car finally died","1","96","0","1","0"
"i don’t want to be here anymore","10","80","0","1","0"
"i don’t want to be here anymore","8","95","0","1","0"
"i’m dying to see my grandkids","2","80","0","1","0"
"my old car finally died","2","72","0","0","1"
"this quiet is killing me","1","67","0","1","0"
"i’d love a nice dinner out","2","62","0","0","1"
"i’m dying to see my grandkids","0","76","0","1","0"
"this quiet is killing me","0","92","0","1","0"
"this quiet is killing me","0","69","1","0","0"
"my old car finally died","0","98","0","0","1"
"i’m dying to see my grandkids","2","64","1","0","0"
"nobody visits, i’m all alone","8","87","0","1","0"
"i don’t want to be here anymore","10","61","1","0","0"
"i’d love a nice dinner out","1","85","1","0","0"
"this quiet is killing me","2","100","0","1","0"
"i’d love a nice dinner out","1","76","0","1","0"
"this quiet is killing me","0","92","0","1","0"
"my old car finally died","1","88","1","0","0"
"this quiet is killing me","0","91","1","0","0"
"this quiet is killing me","1","99","0","1","0"
"i’d love a nice dinner out","2","77","1","0","0"
"my old car finally died","1","90","0","1","0"
"i don’t want to be here anymore","8","69","0","0","1"
"my old car finally died","2","64","1","0","0"
"this pain won’t stop, i want it to end","8","90","1","0","0"
"this pain won’t stop, i want it to end","9","94","1","0","0"
"this pain won’t stop, i want it to end","9","87","0","1","0"
"nobody visits, i’m all alone","9","80","1","0","0"
"i don’t want to be here anymore","9","61","0","0","1"
"i don’t want to be here anymore","10","61","0","0","1"
"this pain won’t stop, i want it to end","8","77","1","0","0"
"i’d love a nice dinner out","2","69","1","0","0"
"i don’t want to be here anymore","8","73","0","1","0"
"i’m just a burden to my family","10","85","0","1","0"
"my old car finally died","2","95","0","0","1"
"i’d love a nice dinner out","1","93","0","1","0"
"my old car finally died","0","100","0","1","0"
"i’m dying to see my grandkids","2","89","1","0","0"
"nobody visits, i’m all alone","8","99","1","0","0"
"nobody visits, i’m all alone","9","77","1","0","0"
"this quiet is killing me","1","81","0","1","0"
"nobody visits, i’m all alone","9","96","1","0","0"
"my old car finally died","2","95","0","1","0"
"i’m just a burden to my family","9","93","1","0","0"
"i don’t want to be here anymore","10","83","1","0","0"
"nobody visits, i’m all alone","10","92","1","0","0"
"this quiet is killing me","2","96","0","1","0"
"this quiet is killing me","0","98","1","0","0"
"i’d love a nice dinner out","2","86","0","1","0"
"this quiet is killing me","2","75","1","0","0"
"this quiet is killing me","0","67","0","1","0"
"this pain won’t stop, i want it to end","10","98","0","1","0"
"i’m just a burden to my family","8","89","0","1","0"
"i’d love a nice dinner out","0","78","0","1","0"
"this pain won’t stop, i want it to end","8","77","1","0","0"
"this pain won’t stop, i want it to end","9","96","0","1","0"
"i’d love a nice dinner out","0","78","1","0","0"
"this quiet is killing me","1","98","0","0","1"
"this quiet is killing me","2","67","1","0","0"
"i’d love a nice dinner out","2","91","0","0","1"
"i don’t want to be here anymore","8","89","1","0","0"
"this quiet is killing me","0","92","0","0","1"
"i don’t want to be here anymore","8","81","0","1","0"
"my old car finally died","1","74","0","0","1"
"this quiet is killing me","0","82","0","1","0"
"i’m just a burden to my family","10","90","1","0","0"
"i’m just a burden to my family","8","95","0","0","1"
"i’d love a nice dinner out","2","85","0","1","0"
"i’m dying to see my grandkids","0","77","0","1","0"
"my old car finally died","2","93","1","0","0"
"this quiet is killing me","0","85","1","0","0"
"nobody visits, i’m all alone","9","65","1","0","0"
"i’d love a nice dinner out","0","61","1","0","0"
"i’d love a nice dinner out","1","78","0","1","0"
"this quiet is killing me","1","88","1","0","0"
"my old car finally died","2","63","0","0","1"
"i’m just a burden to my family","10","82","0","0","1"
"this pain won’t stop, i want it to end","8","85","0","1","0"
"i’m dying to see my grandkids","2","78","0","1","0"
"i’m just a burden to my family","10","90","0","1","0"
"i’d love a nice dinner out","0","62","0","1","0"
"this pain won’t stop, i want it to end","10","69","1","0","0"
"nobody visits, i’m all alone","10","62","0","0","1"
"i’d love a nice dinner out","2","97","1","0","0"
"i’m just a burden to my family","9","87","0","0","1"
"this pain won’t stop, i want it to end","9","67","1","0","0"
"my old car finally died","0","81","0","0","1"
"this quiet is killing me","1","91","0","0","1"
"nobody visits, i’m all alone","8","86","0","0","1"
"i’m dying to see my grandkids","0","65","1","0","0"
"i don’t want to be here anymore","8","94","1","0","0"
"i’m dying to see my grandkids","2","84","0","1","0"
"nobody visits, i’m all alone","10","94","1","0","0"
"i’d love a nice dinner out","1","83","1","0","0"
"i don’t want to be here anymore","8","74","0","0","1"
"i’m dying to see my grandkids","0","87","0","1","0"
"i’d love a nice dinner out","0","79","1","0","0"
"this quiet is killing me","2","79","1","0","0"
"i don’t want to be here anymore","8","97","0","1","0"
"this quiet is killing me","1","75","1","0","0"
"i’d love a nice dinner out","1","99","0","0","1"
"i’d love a nice dinner out","1","84","0","0","1"
"i’m dying to see my grandkids","2","89","0","1","0"
"i’m dying to see my grandkids","0","99","0","1","0"
"i’d love a nice dinner out","0","71","0","1","0"
"this quiet is killing me","2","83","0","0","1"
"i’m dying to see my grandkids","1","69","0","0","1"
"i’m just a burden to my family","9","70","0","1","0"
"nobody visits, i’m all alone","9","64","0","1","0"
"my old car finally died","1","64","0","0","1"
"my old car finally died","2","68","1","0","0"
"this pain won’t stop, i want it to end","10","98","0","0","1"
"this pain won’t stop, i want it to end","9","99","0","1","0"
"this quiet is killing me","0","89","1","0","0"
"this pain won’t stop, i want it to end","8","67","1","0","0"
"nobody visits, i’m all alone","9","96","0","1","0"
"nobody visits, i’m all alone","9","79","0","0","1"
"my old car finally died","1","83","0","0","1"
"this pain won’t stop, i want it to end","8","83","1","0","0"
"this quiet is killing me","2","90","0","1","0"
"i don’t want to be here anymore","8","81","1","0","0"
"my old car finally died","1","94","0","0","1"
"i’m dying to see my grandkids","2","81","0","1","0"
"nobody visits, i’m all alone","8","71","0","1","0"
"this quiet is killing me","2","64","0","0","1"
"my old car finally died","2","72","1","0","0"
"nobody visits, i’m all alone","8","74","1","0","0"
"i’m dying to see my grandkids","0","93","1","0","0"
"i’m just a burden to my family","10","69","0","1","0"
"this pain won’t stop, i want it to end","8","81","0","0","1"
"this pain won’t stop, i want it to end","10","77","0","1","0"
"i’m just a burden to my family","10","63","0","1","0"
"my old car finally died","2","88","0","1","0"
"this quiet is killing me","2","88","1","0","0"
"i’m just a burden to my family","9","91","1","0","0"
"nobody visits, i’m all alone","10","90","0","1","0"
"this quiet is killing me","0","95","0","1","0"
"my old car finally died","1","82","0","1","0"
"i’d love a nice dinner out","1","62","0","0","1"
"my old car finally died","1","76","1","0","0"
"i’d love a nice dinner out","2","65","1","0","0"
"my old car finally died","1","80","0","1","0"
"my old car finally died","2","83","0","1","0"
"i’d love a nice dinner out","2","74","1","0","0"
"my old car finally died","1","77","0","0","1"
"i’d love a nice dinner out","0","76","1","0","0"
"nobody visits, i’m all alone","10","62","0","1","0"
"i’m dying to see my grandkids","1","99","0","0","1"
"i don’t want to be here anymore","10","73","0","1","0"
"i don’t want to be here anymore","8","73","1","0","0"
"this pain won’t stop, i want it to end","8","82","0","0","1"
"i’m just a burden to my family","9","69","1","0","0"
"i’m dying to see my grandkids","0","94","1","0","0"
"this pain won’t stop, i want it to end","8","81","0","1","0"
"this pain won’t stop, i want it to end","9","75","1","0","0"
"nobody visits, i’m all alone","8","66","0","0","1"
"my old car finally died","0","77","1","0","0"
"i’m just a burden to my family","10","83","1","0","0"
"this pain won’t stop, i want it to end","8","86","0","1","0"
"this pain won’t stop, i want it to end","10","65","1","0","0"
"this pain won’t stop, i want it to end","9","93","0","1","0"
"i’d love a nice dinner out","2","77","1","0","0"
"this quiet is killing me","1","88","0","1","0"
"i don’t want to be here anymore","8","94","1","0","0"
"my old car finally died","2","80","1","0","0"
"my old car finally died","0","64","0","1","0"
"my old car finally died","0","90","1","0","0"
"i’m dying to see my grandkids","0","63","1","0","0"
